gene,protein,cluster,n_cells,rho_obs,rho_null_mean,z_score,p_value,fdr_padj
GENE_00314,CD161,1,2427,0.07196727932291067,5.8885543364518963e-05,3.5068063981891413,0.0004535189802430314,0.0005644891615087013
GENE_17563,CD45RA,2,938,-0.11401020474836858,-0.00045606445187189835,-3.4992026931004157,0.00046665169326864876,0.000580501848055776
GENE_03881,CD4,2,938,-0.11252167297948469,-0.0001410853459203424,-3.4979459021131647,0.0004688562252761817,0.0005829096042303417
KLRB1,CD3,4,932,0.11268406534831993,-0.0011132319181954228,3.494386224741398,0.00047515308589772174,0.0005903995052410339
GENE_14297,CD4,4,932,0.11316341881403552,0.0005694530237427026,3.493296261722725,0.0004770968861161858,0.0005924750442485813
GENE_07952,CD161,1,2427,0.07153847061887846,6.386672462898728e-05,3.4883257872939515,0.00048605544997540236,0.0006032543872260578
MS4A1,CD45RO,0,3446,-0.061689462924136844,4.2643767596056404e-05,-3.485204587727644,0.0004917608900754122,0.0006099861756115731
CST3,CD4,3,171,-0.27354892441218537,0.000997399486896239,-3.4761544990822117,0.0005086591620887537,0.0006305860436191814
GENE_10989,CD4,4,932,0.11794179851899902,0.0011848562284063678,3.474217638040749,0.0005123452849664084,0.0006347925857759903
GENE_01891,PD-1,0,3446,0.06107366484423771,1.0604339874108284e-05,3.472317814949922,0.0005159850968936148,0.0006387642912380688
GENE_16261,CD38,1,2427,-0.07075432607959746,0.0009329433216498516,-3.4722370251484986,0.0005161404125324681,0.0006387642912380688
GENE_08494,CD4,4,932,0.11680703890817065,0.000804987190806982,3.4708414936863052,0.0005188301611203596,0.0006417265748560613
GENE_16867,CD16,1,2427,0.07334750925358055,0.0006363281877877985,3.466431190698258,0.0005274167128023984,0.00065197490966503
GZMA,CD45RA,0,3446,0.05859507758147305,0.0002594812570895521,3.465005658321386,0.0005302203234443296,0.0006550669560455314
GENE_00483,CD38,1,2427,-0.06755593643986019,0.0013327775324420332,-3.455255235476383,0.0005497721104446513,0.0006788354207028827
CD79A,CD45RO,0,3446,-0.06014668548129817,-0.00011473155178832218,-3.4503873978549464,0.0005597826351062374,0.0006908023748719912
CD3E,CD56,4,932,-0.11583513344580985,-0.0007016229502362125,-3.450103268368122,0.000560372148598564,0.0006911362811685191
CD8B,CD25,1,2427,-0.0711523803010434,0.00014850050018124926,-3.4480352362857425,0.0005646803649745002,0.0006960536694537781
CD8B,CD16,3,171,0.2672746230541497,-0.002491490184867665,3.445804799298715,0.0005693614732922124,0.0007014248508381036
CD14,HLA-DR,5,86,0.36792957812658067,-0.0006108408645217026,3.4402362776525064,0.0005812065503282471,0.0007156105650916542
GENE_04293,CD4,4,932,0.11421727664977809,0.0013631279552944783,3.430943701357798,0.0006014854179821796,0.0007401583763585367
GENE_12577,CD161,1,2427,0.06761427197911102,-0.000250904614486381,3.419462440258783,0.000627449940017708,0.0007716708399650244
GENE_02415,CD56,4,932,0.1114498976823654,-0.0009395302485523486,3.4184610724293383,0.0006297632549282843,0.000774076558950421
GENE_01891,CD38,0,3446,-0.05806406369595672,0.00039340693588419843,-3.414133632865551,0.0006398518389959474,0.00078603114234933
GENE_02017,PD-1,0,3446,0.05891323508663688,-0.0001859013554196981,3.4114910772194476,0.0006460861585231573,0.0007932400597845223
GENE_19877,PD-1,0,3446,0.06038752696909168,0.00021166555904457974,3.4081690082372704,0.0006540037426839999,0.0008025062912775922
LYZ,IgM,2,938,0.10938744592038199,-1.717759676684574e-05,3.4061082788622516,0.0006589603867935737,0.0008081308195708399
GENE_17396,CD38,0,3446,-0.05793413605950976,-9.017507192025428e-05,-3.4036877650387463,0.0006648270210203542,0.0008148643408094499
GENE_05558,CD19,2,938,0.11547726782061048,0.0009312399319039775,3.399431225459177,0.0006752615972722715,0.000827185913673834
GENE_16690,CD3,2,938,-0.11470273819637569,-0.001298727320964706,-3.3978204076464116,0.0006792499502366957,0.0008316014927474122
GENE_11179,CD3,1,2427,0.06767721804013775,-0.00014939491667166188,3.3886096647333197,0.0007024793210526693,0.0008592000044160876
CD8A,CD16,3,171,0.26832468543883264,-0.002126423832202254,3.388568283923387,0.0007025853289456885,0.0008592000044160876
GENE_03939,CD38,1,2427,-0.06724790888816375,0.001085688450032686,-3.3860330737770297,0.000709108367598196,0.0008666880048422396
GENE_07887,CD16,3,171,0.2589349860637948,-0.001439747186111753,3.3843779082907073,0.000713397386478666,0.0008712879387874046
GENE_00723,CD4,4,932,0.11010888058529786,0.000813779995773784,3.3842706738748563,0.0007136760919924519,0.0008712879387874046
CD3G,HLA-DR,3,171,-0.2550607801151917,0.0013911139585141292,-3.383149731946839,0.000716595516305544,0.0008743595066633523
NKG7,CD25,4,932,-0.10823748979268388,-0.001017010879856227,-3.382291989952986,0.000718836941931824,0.0008766008177637945
MS4A1,CD16,2,938,0.11328510140907681,0.0011607911001846433,3.381730402396473,0.000720307992200629,0.0008779006856573469
CD3E,CD45RO,5,86,0.36372643843617036,-0.005615929793028335,3.3770689358901853,0.0007326268642365752,0.0008924128245085208
LYZ,CD3,5,86,-0.3702144959375563,0.000761748862023808,-3.3684181007504193,0.0007560085422007714,0.0009203766915444223
GENE_04125,CD38,0,3446,-0.05725045045429418,0.00022071465715647095,-3.3675787550264578,0.0007583136442170065,0.0009226646080955941
GENE_02550,CD38,1,2427,-0.0662006055662265,0.001017851644602345,-3.3659748248341725,0.0007627366921898527,0.0009275254837123518
CD3G,CD45RO,5,86,0.35775181245463294,-0.008177507800434754,3.3655355827833913,0.000763952131172404,0.0009284824835954007
FCER1A,CD45RA,2,938,-0.11055809812615544,-0.0002924844203233256,-3.3637099851328656,0.0007690230880524842,0.0009341216546018685
GENE_06523,CD8a,2,938,0.10391849533040268,-0.0018018366066707362,3.362508671360089,0.0007723770024414719,0.0009376700080059773
CD3G,HLA-DR,5,86,-0.35933703966601604,0.005209547282170255,-3.36194749956357,0.0007739483711438458,0.0009390515790978242
GENE_12604,CD4,2,938,-0.11079907940965568,-0.00022324493571443613,-3.3588748726344955,0.0007826049464070591,0.0009490234576743687
GENE_17801,CD161,1,2427,0.06675041885081354,-0.00018130043445450697,3.354747422542417,0.0007943747882024772,0.0009627573635541208
GENE_07686,CD45RA,2,938,-0.10892584613102226,0.00020812092483825785,-3.3540454423482524,0.0007963928273785077,0.0009646636427776558
GENE_05044,CD8a,2,938,0.10790522318608214,-0.0012387945311747315,3.3500573566255003,0.0008079482840505045,0.0009781139282332087
NKG7,CD45RA,2,938,-0.11095315986141381,-0.0008966575098371415,-3.3495253352711383,0.0008095015214002002,0.000979447122766183
CLEC9A,CD45RA,2,938,-0.1101085578993893,-0.0003548914207090047,-3.3453998436091186,0.0008216402793910091,0.0009935795119644624
GENE_10222,CD45RA,2,938,-0.10774580233217652,-0.0002001657592278101,-3.3447786711177026,0.0008234825642061174,0.0009952519334270253
GENE_01361,CD45RA,2,938,-0.10879773598062556,-0.0005449270816272519,-3.3352099380784535,0.0008523502404509903,0.0010295668734990502
GENE_05558,CD14,2,938,0.10784950814416067,0.001380246894000052,3.3306714224067386,0.0008663680106828938,0.001045916144373165
GENE_10890,CD3,2,938,-0.10715098605647892,-0.001540326252628482,-3.324780272613181,0.0008848824332257009,0.001067672735412079
GENE_02320,CD38,0,3446,-0.05588187845222656,0.00020251159234837502,-3.3232412137984153,0.0008897793818333842,0.001072983817714493
PF4,PD-1,0,3446,0.05746855100943506,0.00032156513982333737,3.3199038803454277,0.0009004844641369759,0.0010852891177891139
GENE_10668,CD161,1,2427,0.06481738287846886,-0.0008670156417036008,3.317620638339956,0.0009078770012993162,0.001093590584666825
GENE_14372,CD16,1,2427,0.06867786071149914,0.00030524911782919167,3.316885223531432,0.0009102700306504242,0.0010958639757885941
NCAM1,CD45RA,2,938,-0.10447372149106493,2.8459607544191147e-05,-3.3147907712171696,0.0009171174170694172,0.0011034944157631466
GENE_01420,CD4,4,932,0.11093238045215743,0.000903892698149784,3.3125466386845472,0.0009245071007055991,0.0011117685278740474
GENE_02134,CD45RA,2,938,-0.10747458288276278,-0.0009497548774644013,-3.3119271484659185,0.0009265567098199022,0.0011136153023736707
GENE_18160,CD4,2,938,-0.10771503773775579,-0.0014609791055874483,-3.311217371521293,0.0009289102112703652,0.0011158250708552557
GENE_08246,CD161,1,2427,0.06723401365499805,-0.00019172434484173717,3.30999533746613,0.0009329752531995454,0.0011196488444017792
GENE_16139,PD-1,0,3446,0.0580606670934493,7.772665002524845e-05,3.3099498696958753,0.0009331268172540901,0.0011196488444017792
GENE_07427,CD161,2,938,0.1075196420435998,0.0010005459060180918,3.3066305076696803,0.0009442535337653171,0.0011323726661147994
GENE_10844,PD-1,0,3446,0.05719146941456465,3.002414595051446e-05,3.305042640789918,0.0009496195124090399,0.0011381778116097286
KLRB1,TIGIT,4,932,0.1114972399541983,-0.0006218419272574305,3.2767775552167304,0.0010499905602488432,0.001257783053653534
GENE_00658,CD45RA,2,938,-0.11212999613710602,-0.0009785710852679246,-3.2753528429214733,0.001055300779106149,0.0012634457394049862
CD3G,IgM,5,86,-0.35333582236578004,0.0030166873832620147,-3.2748758762168313,0.0010570840841204587,0.0012648819493589366
CD8A,CD45RO,2,938,-0.1093423544723524,-0.0014208047488081506,-3.2727095284913266,0.0010652188679820815,0.0012739124099984385
CD3G,TIGIT,2,938,0.10944567806031974,6.983645915120634e-05,3.2718063869947374,0.0010686272992391458,0.0012772837051578758
GENE_01420,CD56,4,932,0.10644756933968837,-0.0007137583325617832,3.2715999680375196,0.0010694077338665039,0.0012774098552646284
GENE_14730,CD3,2,938,-0.10957682199910393,-0.001892572652595304,-3.2714667184397292,0.0010699118077089529,0.0012774098552646284
LYZ,CD4,5,86,-0.3543024547375991,0.0031610978075895914,-3.2692416705222844,0.0010783615513194008,0.0012867893621746375
LYZ,CD19,2,938,0.11191855881434946,0.001230188306581634,3.264282656389693,0.001097416241550653,0.0013088062715686656
CD14,CD45RO,3,171,-0.2419032688627991,0.002403966024124294,-3.262036284280845,0.0011061498411435243,0.0013184965378206916
GENE_12119,CD4,4,932,0.10685211512015885,9.31019589151955e-05,3.2590513393230576,0.0011178543698353162,0.0013313642550811173
CD19,CD19,3,171,0.2500583777362744,-0.002045373147837008,3.258970245070426,0.0011181739475069835,0.0013313642550811173
GENE_00820,CD161,2,938,0.1061210200420163,3.722007620733825e-05,3.255869948894281,0.001130455183627018,0.0013452478763974452
LYZ,HLA-DR,3,171,0.24744564206485958,0.0016699457086456824,3.2539877155005343,0.001137972006350281,0.0013534496914166076
CD14,CD3,5,86,-0.3618329663308137,0.005196644307444786,-3.2462850625343953,0.0011692169982756772,0.0013898481817133258
FCER1A,HLA-DR,1,2427,-0.06524177016497547,-0.0003758979516945279,-3.2450878543613215,0.0011741439304939585,0.0013945268235554483
GENE_14901,CD38,1,2427,-0.06342715002442868,0.0012243623269201876,-3.2450160626289923,0.0011744399875351608,0.0013945268235554483
GENE_15546,CD38,0,3446,-0.05482871720625793,-6.622104233029221e-05,-3.2419394138543915,0.001187192581591823,0.001408897220322826
LYZ,CD8a,4,932,-0.10631954041471266,-0.000885333253807764,-3.239130804288985,0.0011989457481297301,0.0014220664675408457
GENE_01361,CD8a,2,938,0.10577582830697813,-0.0005891676312960687,3.2388925888721136,0.001199947535386685,0.001422476099115397
GENE_11105,PD-1,0,3446,0.05588813639738414,6.7525248361771095e-06,3.2357541124065885,0.0012132184405731696,0.001437421739049786
CD8B,CD14,4,932,-0.10722043391279248,0.0026614826381595037,-3.235312006575518,0.0012150987209929346,0.0014388628023998303
GENE_04826,CD4,4,932,0.10507543970471973,0.0004876852172869116,3.2337977835127263,0.0012215591428808325,0.001445722917871526
FCER1A,CD16,3,171,0.2500253714574968,-0.0036381159534485613,3.2323189435886004,0.001227899211185531,0.0014524331826632345
FCER1A,IgM,2,938,0.10633047968658017,0.0011519162991568495,3.230946589762205,0.0012338099266559989,0.0014586285384962084
GENE_02725,CD4,4,932,0.10982864704486407,0.00136504582772629,3.229699744992245,0.0012392028458395538,0.0014642053254821773
GENE_04613,PD-1,0,3446,0.0559397965783127,8.730618349003452e-05,3.222855116307353,0.001269197329117841,0.0014988286714977446
NCAM1,CD16,3,171,0.2495540792385951,-0.00017554130881159842,3.2220924617079936,0.001272580608449321,0.0015020055438505874
GZMA,CD19,5,86,-0.34707937171202485,0.0007989431192666373,-3.2218287592930883,0.0012737523777599186,0.00150257017017188
FCER1A,CD4,4,932,0.10663603338290738,0.00026676955114850317,3.2216297762380437,0.0012746372239868162,0.0015027959000976229
GENE_03939,CD161,1,2427,0.06494947707644198,0.00012890160886258725,3.2194794519371572,0.0012842356429078803,0.0015132890909088507
CD14,HLA-DR,3,171,0.24395584983008115,0.0015902076960779773,3.2192845549678095,0.0012851088954158644,0.0015134950958511837
GENE_10670,CD161,1,2427,0.06122469058906695,-0.000562733065283923,3.2182561344928273,0.0012897259048115675,0.0015181075696505523
GENE_16867,CD38,1,2427,-0.06155079844816798,0.0011855325732057433,-3.2108222401978512,0.0013235578058897982,0.0015570845631722
CST3,CD19,2,938,0.11050140818604237,0.0014568237199563024,3.209804641567412,0.0013282521279271015,0.0015617592844373459
GENE_01376,CD3,2,938,-0.10703394323377398,-0.0004967749689091572,-3.2092418460612695,0.0013308549737252315,0.0015639711106630026
GENE_15802,CD4,2,938,-0.10229154471242506,-0.00043719985999162635,-3.2052305986734435,0.001349543136585318,0.0015850731582549508
GENE_15775,CD19,2,938,0.11047019078647248,0.001143896294317569,3.200826020302287,0.0013703424665772056,0.0016086306202994609
GENE_12873,CD4,4,932,0.10582597416068318,0.0009236736987520425,3.200430720211617,0.0013722235406423797,0.0016099666554261164
CD8B,PD-1,5,86,0.33599759283252284,2.2742071525251874e-06,3.1994329039295315,0.0013769823447700024,0.0016146757257124431
PF4,CD161,2,938,0.10249849880473182,0.00154296477663119,3.1952818481547025,0.0013969434603203319,0.0016371965811325902
GENE_04674,CD14,3,171,0.24148402606374317,-0.002131940521317116,3.1950996342675255,0.0013978257524412726,0.0016373450840758042
GENE_19032,CD38,0,3446,-0.05438961463523418,0.0002749983045796362,-3.19453042900952,0.001400585194018491,0.0016396910402150565
GENE_04573,CD8a,2,938,0.10199265391472868,-0.002206532328871175,3.1891651035566433,0.001426843593066502,0.0016695302733126945
GZMA,PD-1,5,86,0.34898557163279237,0.00019330943255902686,3.1888421409924876,0.0014284385919748654,0.001669912563418721
PF4,CD38,0,3446,-0.05502599376835392,1.596016903116009e-05,-3.188774061339455,0.001428775023205933,0.001669912563418721
GZMA,CD45RO,2,938,-0.10611223301325806,-0.0014694823293364817,-3.1886310178189596,0.0014294821435817846,0.001669912563418721
CD3E,CD8a,1,2427,-0.06470042820368298,-0.00022555272339552887,-3.1867712535150887,0.0014387051009582539,0.0016797812250951166
GENE_00820,CD45RA,2,938,-0.10334594021383847,-0.0002580223821629818,-3.185713172194497,0.001443976795347248,0.0016850283874622974
GENE_16711,CD161,1,2427,0.06494469680614944,0.00011730484437236779,3.183739465279227,0.0014538580352996082,0.001695646050858047
LYZ,CD161,4,932,-0.10425378987102878,0.0008987120787123253,-3.1834806359709105,0.0014551584601236657,0.0016962498026293618
FCER1A,CD38,0,3446,-0.05340578467666821,0.00037396639828420243,-3.1830083392520567,0.00145753416320518,0.00169810566218582
GENE_12604,CD8a,2,938,0.10286203498475968,-0.001329924265765015,3.180883655023408,0.0014682658277152354,0.0017096894404400403
CST3,IgM,2,938,0.10271938379152863,-0.00040695762169624613,3.180197354383358,0.0014717478235939632,0.0017128235949130603
GENE_09829,CD4,4,932,0.10338697014168961,0.0005103046322499652,3.178324048408637,0.0014812909459722353,0.001723004551756218
GENE_05607,CD38,0,3446,-0.05409158711535595,-0.0003319678304093402,-3.175505433528851,0.0014957572037449553,0.00173889799383869
GENE_06812,CD4,4,932,0.10539831246566711,0.0012282732251552731,3.17515758443083,0.001497551499048929,0.0017400504549270935
CD8B,CD16,0,3446,0.05187512621615323,-8.52731909422641e-05,3.1749688632304633,0.001498525801224902,0.0017402494165350284
GENE_09829,TIGIT,4,932,0.10542901152446887,-0.0006660480055249887,3.1731123909497616,0.0015081413008602351,0.0017504778783953559
CD14,CD4,5,86,-0.34773337186815756,0.0068424841178333,-3.170963333569677,0.0015193431950544095,0.0017625357086096924
GZMA,IgM,2,938,-0.10257328524079715,0.0019633131784339243,-3.1660984924457707,0.001544984712810576,0.001791322564291342
KLRB1,CD45RA,2,938,-0.10276438850673493,-0.00090429698478679,-3.1655222175291255,0.0015480483903449803,0.0017933592436846038
GENE_18936,PD-1,2,938,0.1041073899127813,0.0011678278057930573,3.1654568110066332,0.0015483964674360376,0.0017933592436846038
GENE_17396,PD-1,0,3446,0.05501852459909967,0.000520291364278755,3.164906584545557,0.0015513274892729888,0.0017957941609265849
GENE_00658,CD3,2,938,-0.10512902831428672,-0.0010327661610312281,-3.1639667026258196,0.001556346001865888,0.0018006416369692362
CD79A,IgM,3,171,0.24560833983167624,0.0025764460332140414,3.157153885505834,0.001593172451721581,0.0018422650495627888
CD3E,HLA-DR,3,171,-0.23874552032628304,0.0019710596965229685,-3.1457678364139117,0.0016565144276029446,0.0019144889411283098
CD3D,HLA-DR,3,171,-0.23531021296394625,0.001685403010033465,-3.1438559222836036,0.0016673751116989472,0.001926013788407046
GENE_19000,CD38,0,3446,-0.05397334912294428,-0.00020007471271696935,-3.143508124944008,0.001669357813205443,0.0019266752489358247
GENE_17563,PD-1,2,938,0.10338619081361732,0.0017188086680504098,3.143307169878236,0.0016705043938642996,0.0019266752489358247
GENE_01376,CD161,2,938,0.09947707459733661,-0.00031927660997696186,3.143287784148891,0.0016706150404939616,0.0019266752489358247
GENE_15775,PD-1,2,938,0.10130595561688507,0.0015593685443386026,3.1420832461614308,0.0016775033411808567,0.0019335902874143174
GENE_18631,CD4,4,932,0.10430353448327442,0.0010582781708482144,3.141545987569637,0.001680584139439338,0.0019361115524535065
GENE_04573,CD45RA,2,938,-0.1034057105356092,-0.0007401295218275118,-3.1408450048643575,0.0016846116057507958,0.001939720164538775
CD19,IgM,3,171,0.23660130420202752,0.001380858271396042,3.140223234063794,0.0016881913918483976,0.001942809743035304
GENE_18936,CD45RA,2,938,-0.10401251203578389,-0.00016756305148380384,-3.139994802068181,0.0016895083239917633,0.0019432932792410567
GENE_19228,PD-1,0,3446,0.05623176767006803,0.000557172794725712,3.1385382937193023,0.0016979274793480384,0.0019519410332876387
GENE_11527,CD161,1,2427,0.06288301016880386,0.0003627349806645632,3.136742054416964,0.001708363542172965,0.0019628970285730726
GENE_14730,CD8a,2,938,0.10156916998822924,-0.0009074758737138031,3.128422780353426,0.0017574718409864832,0.0020182519763739847
GENE_01844,CD3,2,938,-0.10568057654173348,-0.0018202952303378909,-3.1280707825632357,0.0017595780078174777,0.0020196003935066074
CD3E,IgM,3,171,-0.23277769234906998,0.003159565898691521,-3.1271675834773864,0.0017649928897128396,0.0020247430344138293
GENE_18160,CD8a,2,938,0.09992968215205185,-0.0014811272112600121,3.1230524095283716,0.0017898587296620372,0.002051196970493572
GENE_15449,PD-1,0,3446,0.05452114093975057,-0.00013973040220855852,3.1230380223720897,0.0017899462257514281,0.002051196970493572
GENE_13647,CD161,1,2427,0.06324918795732574,0.00010353745444507423,3.1202944408411035,0.001806703472948557,0.002069305721923638
GENE_07146,CD16,3,171,0.2380735008284775,-0.00258811962823583,3.118043803457845,0.0018205574344394926,0.0020840718227313156
PPBP,CD38,0,3446,-0.05471660644347478,-0.00020715976436807437,-3.117881443704962,0.001821560617259789,0.002084119248997868
GENE_18160,PD-1,2,938,0.10218870163286951,0.0018745619064420723,3.117656300776399,0.0018229525632123833,0.00208461118969986
GENE_00800,CD19,2,938,0.10530272454750375,0.0014500757419717357,3.1173081558413083,0.0018251068933682528,0.0020848819733605937
GENE_10069,PD-1,0,3446,0.054095326900552354,0.0004070127226540281,3.117307077671765,0.0018251135687425226,0.0020848819733605937
GENE_17448,CD16,3,171,0.24563946349803426,-0.000730635793399929,3.115721020055903,0.00183495780745242,0.00209502295508398
NKG7,CD14,1,2427,-0.06305047212438845,0.00023185918260602256,-3.1155571156614883,0.0018359778951008798,0.002095083780244132
GENE_00877,CD4,4,932,0.10444751178219898,0.0008665025821692247,3.1073905113345237,0.0018874688726876073,0.0021527079195337077
GENE_04803,CD4,4,932,0.09968129299277105,0.00011779162403626653,3.106271108824478,0.0018946292351765873,0.0021597377972791504
GENE_07686,CD3,2,938,-0.10596431935400044,-0.0023733138743319195,-3.1042516952338954,0.0019076097370412633,0.0021733913250096834
GENE_02550,CD161,1,2427,0.06255685582970427,-0.00013080068000565168,3.1015772127930368,0.0019249266443427933,0.0021919684909568224
CD19,CD4,3,171,-0.23703943031388197,0.001164329144844508,-3.099680488000095,0.0019372950363810825,0.0022048940881501085
CLEC9A,PD-1,0,3446,0.05438219305148086,0.00023617833219137472,3.099395320360061,0.0019391608893131577,0.002205859132357802
KLRB1,CD3,1,2427,-0.06300001003254126,-0.00017351728839882903,-3.0988924201755927,0.001942455388233667,0.002208447442970806
CD19,CD38,2,938,0.10460995685153468,0.0022266829032999325,3.0901063638710515,0.0020008482831745376,0.002273643539401795
LYZ,CD45RA,1,2427,0.06371638995426411,0.0007133932607193799,3.0881828977095607,0.0020138448706249375,0.0022872127015955133
GENE_00383,CD56,5,86,0.3384646155825993,0.0011904448276242488,3.0871741584048977,0.0020206917041057436,0.002293786758929883
CST3,CD25,3,171,-0.23527817059990797,0.0010900820987617284,-3.0866061167472436,0.0020245566904863745,0.0022969708629759023
GENE_19860,CD45RA,2,938,-0.10159815319592928,-0.0005548741592901732,-3.085474440316729,0.002032276905236085,0.002304523314310097
GENE_18936,CD19,2,938,0.10681670498727885,0.0012492949934685745,3.083425036468141,0.0020463265802837674,0.002319241474620776
GENE_08439,PD-1,2,938,0.10058140005498654,0.0007330096338875097,3.082909328749697,0.002049876017184966,0.0023220498323260957
FCER1A,CD14,5,86,0.32561460273547654,-0.0015618040747273632,3.0816494021061973,0.00205857142409721,0.0023306814399261513
CLEC9A,CD4,4,932,0.10081101076903566,0.0014110475866784896,3.0760457144557276,0.0020976568151565463,0.0023736931166810633
GENE_03881,CD45RA,2,938,-0.10197461496627198,3.588651987199677e-05,-3.074840007040765,0.0021061550332449335,0.0023820657395833876
GENE_00944,CD4,4,932,0.1024230215483125,0.0011275448868165528,3.0705992695169027,0.0021362965785425457,0.0024148955063649957
GENE_06366,CD16,3,171,0.23156819452515745,-0.0038502193129006045,3.069166123090714,0.002146571920988871,0.0024242904179753097
NCAM1,CD14,3,171,0.23250181733545186,-0.0030471753431353886,3.069128108796117,0.0021468450909527545,0.0024242904179753097
GENE_00800,CD25,2,938,-0.10287042320998427,-0.0009392414313460595,-3.0682650663729842,0.002153055479008663,0.002430037095318632
GENE_11179,CD38,1,2427,-0.06092270527789223,0.00101892844370873,-3.065458163419598,0.002173367813805546,0.0024516856077650274
GENE_11451,CD4,4,932,0.10334382199559551,0.00038739397633738527,3.0634483659800966,0.002188019601770586,0.002466929488572768
KLRB1,CD25,4,932,-0.09835145881572159,-0.0013371882440072092,-3.0621765508792413,0.0021973380815985587,0.0024761474897681108
GENE_15546,PD-1,0,3446,0.05398608585144267,4.552229644718824e-05,3.060259807273976,0.0022114506326231867,0.002490755468240356
GENE_07686,CD8a,2,938,0.09804041207566543,-0.0016503727987926186,3.058547837770523,0.0022241256578120934,0.0025037300262227566
GENE_02136,CD161,1,2427,0.0615245769609406,-3.277640579179144e-05,3.0564690998543753,0.0022396056343029504,0.0025198470454488543
CST3,CD4,5,86,-0.3316282904240679,0.0032819771802391016,-3.055093258056836,0.0022499055018672053,0.0025301220667079574
CD3D,TIGIT,2,938,0.1001962617155686,1.2166903090271762e-05,3.049608068725587,0.002291401777424027,0.0025754500268038725
MS4A1,CD3,3,171,-0.22885698595665802,-0.0009909109694793646,-3.047800802561982,0.0023052268111075254,0.0025896456711612275
NKG7,CD19,2,938,0.10485535473967997,0.0015425929341013928,3.0408024732306185,0.002359485656106601,0.0026492256045507795
GENE_05911,CD16,3,171,0.23174345128294044,-0.0036633836052164252,3.039993920649914,0.002365829240597074,0.0026549725346317237
GENE_18429,CD16,3,171,0.22578878447875833,-0.0040437362483374635,3.033130578536075,0.002420308464987139,0.00271470416336808
CD3D,IgM,3,171,-0.22639376534345013,0.0002533723197117382,-3.032340720336873,0.002426651260065773,0.0027204103882889443
GENE_19000,PD-1,0,3446,0.05293377865017641,0.00013600734886597254,3.0300071975257308,0.0024454791082708957,0.002740099910870233
GENE_14297,TIGIT,4,932,0.09800035018464336,-0.0015459498560362625,3.0282878625241065,0.0024594368615309986,0.0027543150795543534
CST3,CD45RO,3,171,-0.2285009954274299,0.001397073969946922,-3.0267160004998277,0.002472261160312707,0.002766544102074356
CD3E,CD45RA,1,2427,0.06193545934187384,-1.8203674184212002e-06,3.0266366737756414,0.00247290997956531,0.002766544102074356
GENE_15999,CD14,5,86,0.3167588324022958,-0.0010772028072700986,3.0219715401503473,0.0025113415829528143,0.002808089375778508
MS4A1,CD45RO,5,86,-0.3285575690533868,-0.00119285340286815,-3.0213421768284894,0.00251656792912079,0.0028124820538446373
GENE_10754,CD161,2,938,0.09809783671202851,-0.0007395855068644382,3.01922143304495,0.0025342522996092244,0.0028307859449758707
GENE_01061,CD161,1,2427,0.06074476774219622,-0.00026330217151379495,3.018264178546403,0.0025422717844310197,0.0028382807608768774
KLRB1,TIGIT,1,2427,0.061124058944644004,0.0009317927821970347,3.0172125835385972,0.00255110836420414,0.0028466796216428275
CD79A,CD4,3,171,-0.23456381490258482,0.0012312526658125845,-3.0157039638676126,0.0025638343947293886,0.0028594076857326738
GENE_18936,CD3,2,938,-0.0998377866959876,-0.001423287866368646,-3.0138554653773744,0.0025795066253622473,0.002875406819526744
NCAM1,CD45RO,3,171,-0.22907600039390807,-0.0010209978795800176,-3.01340732828785,0.002583319261333939,0.0028781762669977612
GENE_16690,IgM,2,938,0.10223907360092127,0.002115945941017798,3.011990889211393,0.0025954038704733,0.002890154258641131
GZMA,CD16,0,3446,0.04805343080821486,-0.0001728074798346031,3.007961767495738,0.002630062233204403,0.0029272444064478388
GENE_12604,IgM,2,938,0.10269546303409222,0.002508787036341999,3.007244196840829,0.002636278952898851,0.0029326573362072946
CD3E,TIGIT,2,938,0.10008719236096514,0.00025682461230844365,3.006355290596048,0.002643998674730259,0.002939735827675973
CD19,CD45RO,3,171,-0.22611988719185508,0.000867819796487566,-3.0053877241293945,0.0026524250046969858,0.002947592300091471
CD8A,IgM,2,938,-0.09735287455329662,0.0015871758391722798,-3.004563723244154,0.0026596203974715584,0.002954073501445857
GENE_07293,TIGIT,4,932,0.09787082485264033,-0.001756042708982502,3.004351045119086,0.0026614804531997294,0.002954625072788839
KLRB1,CD4,4,932,0.09946962452027695,-0.0003519635951593472,3.003425052566191,0.0026695929316154243,0.0029621136112701614
CD3E,HLA-DR,5,86,-0.3133197496114623,0.006398941371473097,-2.999514300158886,0.0027041042972304817,0.0029988710399685026
GENE_10222,CD3,2,938,-0.10012515672789615,-0.001428872602180642,-2.998116092878016,0.0027165417112366454,0.003011123216496067
GENE_07285,PD-1,0,3446,0.05178969825221611,-0.00019003628080143975,2.9977850331693827,0.002719494215291328,0.0030128547875952496
GENE_19032,PD-1,0,3446,0.05248937269349279,0.0005000540317086717,2.99668718414102,0.002729306204420126,0.0030221801456200375
GENE_00509,CD161,1,2427,0.05986579219880333,-0.0001965582819099656,2.989150293272354,0.002797544861100523,0.0030961592002067585
GENE_13647,CD3,1,2427,0.0629657487564504,0.00043698265340632816,2.98688779971082,0.002818331371900297,0.003117572273051528
NKG7,CD3,4,932,0.09921966259765065,-0.000570460565292193,2.9822805449496252,0.002861096874459135,0.0031622351258024147
