gene,protein,cluster,n_cells,rho_obs,rho_null_mean,z_score,p_value,fdr_padj
CD3E,CD4,0,3446,0.6341246371386945,-0.0003805176238038613,35.56859091927208,4.287473212013526e-277,9.29095445043331e-274
CD3D,CD4,0,3446,0.6378701270297231,-0.00014766886149719208,35.548283179272794,8.831980379676646e-277,9.569450741379647e-274
CD3G,CD4,1,2427,0.7371659451181037,0.0003570159825114313,35.50175103246427,4.618903136716544e-276,3.33638769908825e-273
CD3G,CD4,0,3446,0.6276680264307049,0.00014287322682569038,35.34017296420064,1.4193613450338316e-273,7.689390086720783e-271
CD3E,CD4,1,2427,0.7316874535206276,0.00031957824637526,35.33289507533657,1.835997648857829e-273,7.95721381014983e-271
CD3D,CD4,1,2427,0.7327606594475218,9.792095217280799e-05,34.627425168222565,9.770063401693287e-263,3.528621231911559e-260
CST3,CD14,0,3446,0.5599367629097765,-0.00018338893034710379,33.05167925018894,1.4715401171562507e-239,4.5554677626822787e-237
CD14,CD14,0,3446,0.5601381951629102,-0.0007392871133808578,32.98189362285273,1.4768794670094382e-238,4.000497256261816e-236
LYZ,CD14,0,3446,0.5556013511392187,-0.00025193061815575904,32.73384472309103,5.15552870683272e-235,1.2413367453007228e-232
CD8B,CD8a,0,3446,0.5479537913118597,0.0008121699443129926,31.784316004309552,1.0662863215525892e-221,2.310642458804461e-219
CD8A,CD8a,0,3446,0.540229252343129,0.0006563830138683416,31.472475037779382,2.068266736404372e-217,4.0744854707166124e-215
GZMA,CD8a,0,3446,0.538324541180845,0.0004224863629970089,31.359381798635674,7.247434605273973e-216,1.3087658991357249e-213
CD3D,CD3,0,3446,0.4911442355453782,0.0006942927929395184,28.728236734689517,1.6942311254733325e-181,2.824152960692855e-179
CD3E,CD16,0,3446,-0.473350340447547,0.000322803478699642,-28.532234167159984,4.6668667667376214e-179,7.2236430596574465e-177
CD3E,CD3,0,3446,0.4962680636756294,0.0006409594907932949,28.520354773985193,6.552052804355169e-179,9.465532284691767e-177
CD3G,CD16,0,3446,-0.4769558822285186,2.5059773844472427e-05,-28.313914005628686,2.329666193196151e-176,3.155241650410037e-174
CD3G,CD3,0,3446,0.49053780323168183,0.000733223728108995,28.229534353684944,2.538758853556077e-175,3.23617084450354e-173
CD14,CD16,0,3446,0.47933166631014623,-0.0006438845404516769,27.739426431248067,2.3374249328625377e-169,2.8139999052850662e-167
CD3D,CD16,0,3446,-0.46460899276681417,8.034116148424824e-05,-27.467483912385873,4.295954907816069e-166,4.89964962380917e-164
LYZ,CD16,0,3446,0.4741056938436637,-0.00034370359669724587,27.23794291366494,2.3090989686558393e-163,2.5019087325386017e-161
CD3E,CD16,1,2427,-0.5296718424330025,0.0004985699792419308,-27.15924430032974,1.9692438030284724e-162,2.0320720576965236e-160
CST3,CD16,0,3446,0.4783516929237949,-0.00029285294247977816,27.143002843788334,3.0624644926354504e-162,3.016527525245919e-160
CD3G,CD16,1,2427,-0.5328321752748792,0.00029909204295339354,-27.098264549190016,1.0321158693172556e-161,9.7243264730891e-160
CD3D,CD16,1,2427,-0.5314247698388609,0.0003721850372609343,-26.31163733687748,1.4113723186737893e-152,1.2743515894025423e-150
CST3,HLA-DR,0,3446,0.43063582098354786,0.000512030362973416,25.312873191799547,2.3049625076875294e-141,1.9979415016635503e-139
CD8B,CD8a,1,2427,0.5085687030394658,-0.0005675866827571954,25.261662349654713,8.432266249655068e-141,7.027969601154821e-139
LYZ,HLA-DR,0,3446,0.4305871261023256,0.00017738390025144466,24.980102047696196,1.00595914675471e-137,8.073753596360951e-136
GZMA,CD8a,1,2427,0.5025499165758063,-0.00022941338037760125,24.903203409389047,6.868830805573249e-137,5.315984412741868e-135
CD14,HLA-DR,0,3446,0.42515325010979654,0.00023962027012383285,24.786087156769373,1.2664709727998553e-135,9.46359516571478e-134
CD8A,CD8a,1,2427,0.5058666700829434,-0.0004770095175344754,24.651432350911904,3.552241364018652e-134,2.5659023452761396e-132
CD3G,CD3,1,2427,0.4776964914197887,-9.997432856601851e-05,23.478758625616948,6.723673592807171e-122,4.7000647340687554e-120
CD3D,CD3,1,2427,0.46869131812593723,-0.00042611827712865435,23.17948956680096,7.332716097866702e-119,4.9656236825241075e-117
CD3E,CD3,1,2427,0.46228480124263777,-0.00041384708275275827,22.888552326256303,6.041358857589923e-116,3.9671589831507165e-114
CD3E,HLA-DR,0,3446,-0.38838269214727683,-0.00021970609584002834,-22.66610337459962,9.67921214645303e-114,6.169074329812858e-112
CD3D,HLA-DR,0,3446,-0.38274369705123573,-0.00017043343189482123,-22.382087445342794,5.882533179452393e-111,3.6421283999638104e-109
CD3G,HLA-DR,0,3446,-0.38307856790719735,-0.0003192132976783228,-22.10909934705492,2.583737635615185e-108,1.555266515660585e-106
CD8B,HLA-DR,0,3446,-0.37287503130750077,-0.0009673982666977822,-22.04842811461678,9.889955432814664e-108,5.792306330516048e-106
CD3E,CD56,0,3446,-0.3656610982797636,-0.0001297401737897921,-22.012343402226197,2.1935603433320045e-107,1.250906648421172e-105
CD3E,CD14,0,3446,-0.36845497088322626,-0.00017289415492010644,-21.801060500599686,2.267033796493403e-105,1.2596569838464624e-103
CD3G,CD4,2,938,0.7112764863098938,0.0011367181969620197,21.794381938837546,2.623094738593643e-105,1.421061574633106e-103
CD3D,CD4,2,938,0.70700072809795,0.0013393857904075357,21.729506519180656,1.0795601332404656e-104,5.705870265200218e-103
GZMA,HLA-DR,0,3446,-0.3710269492302746,-0.0006891371231862417,-21.684293560703843,2.8865470073191204e-104,1.4893208011572699e-102
CD3D,CD56,0,3446,-0.359349145286663,-0.000383276720208617,-21.55097073697693,5.18484978049252e-103,2.612923133564486e-101
CD3E,CD56,1,2427,-0.4422200538345278,-0.00018100286066689977,-21.545279194871817,5.862909229065459e-103,2.8874827953147384e-101
CD3G,CD56,1,2427,-0.44478404498926716,-0.0005277775450347798,-21.514870565718812,1.1299430755226136e-102,5.4413036547944527e-101
CD8A,HLA-DR,0,3446,-0.3710150353661652,-0.0007663596495004021,-21.498981734301726,1.5914137892335307e-102,7.496942785367525e-101
CD3D,CD14,0,3446,-0.35944856527456603,-0.00017702010373931158,-21.432656053327477,6.628870413283857e-102,3.05633237991194e-100
CD3E,CD4,2,938,0.6995055578881045,0.0014532376469663184,21.330772491055153,5.882835730564658e-101,2.6558552141945027e-99
CD19,CD19,4,932,0.6498052270909058,-0.0010325093230046415,21.186572718715254,1.2701282933632601e-99,5.6170775749350705e-98
MS4A1,CD19,4,932,0.6506818815235386,-0.0011211093530681035,21.14078315427884,3.3546503461521883e-99,1.4539054600223584e-97
CD3G,CD56,0,3446,-0.3548425658173541,-0.0003053246640007326,-21.098804201195318,8.157299903129806e-99,3.466052723545547e-97
CD3G,CD14,0,3446,-0.36168523406079955,-0.0003712171438920743,-21.08666202195865,1.054443322068929e-98,4.394189767160325e-97
CD79A,CD19,4,932,0.645451388961328,-0.0007087722751598716,20.887371172599718,6.975483083887493e-97,2.852051291091358e-95
CD8B,CD3,0,3446,0.34775178230540227,0.00032686751945588217,20.76376283377872,9.206765583152027e-96,3.6946409293871184e-94
GZMA,CD3,0,3446,0.3473607878806221,0.00040912794407491743,20.679751140402455,5.2712051459767064e-95,2.0768548275148224e-93
CD8A,CD3,0,3446,0.3465072052643203,0.0006445657874298222,20.31472416787873,9.528369495433974e-92,3.6871386958223967e-90
CD3D,CD56,1,2427,-0.42791075362062236,-0.00027684412114485033,-20.305450893474852,1.1508305860149123e-91,4.375175227884763e-90
CD3E,CD45RO,1,2427,0.3936749013865293,-7.140661188549011e-05,19.90850812717644,3.433892338002163e-88,1.2829732235259807e-86
CD79A,IgM,4,932,0.6341824873295286,0.00036437821644018294,19.7409327923532,9.598951794674994e-87,3.525581108315375e-85
CD19,IgM,4,932,0.6197720577665164,0.0005658504794155966,19.666504415625376,4.175953731826687e-86,1.508215289478072e-84
CD3G,CD45RO,1,2427,0.3930638045978224,0.00016185612660493147,19.530959289542576,5.990355439848103e-85,2.1280492193689905e-83
CD3D,CD45RO,0,3446,0.3339618423349278,0.0001194868863069103,19.216080121552032,2.715242256123689e-82,9.490209627451668e-81
MS4A1,IgM,4,932,0.6179393953720078,0.000564372421934654,19.200582494308424,3.6596489936175285e-82,1.2588030744712991e-80
CD3E,CD45RO,0,3446,0.3287016280790093,0.00031476734808579644,19.0853925589439,3.33958518089514e-81,1.1307626698437137e-79
CD3G,CD45RO,0,3446,0.3289300349853188,0.0005638462983150402,18.795377249899637,8.239223417712943e-79,2.746830330182146e-77
MS4A1,IgM,0,3446,0.31681719760472227,-7.831136529333986e-05,18.722212987936892,3.2630841670232113e-78,1.0713793015059544e-76
CD3D,CD45RO,1,2427,0.3797277014093579,-0.00029784141972186596,18.663707325693647,9.771099398158968e-78,3.1602943874344e-76
CD79A,IgM,0,3446,0.30957284976894717,-0.0002783903685881923,18.439315890774928,6.354006447727543e-76,2.0248723488567035e-74
CD19,IgM,0,3446,0.3127049811603538,-0.000521755222533673,18.27863561648276,1.224511067874052e-74,3.845674614613146e-73
MS4A1,CD19,0,3446,0.30083114792571897,0.00028522143359887463,17.80798487562062,6.1276528604078176e-71,1.8969462497862485e-69
CST3,CD14,4,932,0.5898240567804969,0.0004982453680168944,17.607294984538203,2.1654937588343555e-69,6.609330951259223e-68
LYZ,CD14,4,932,0.5904295913428109,0.0013041102505284086,17.589267874039503,2.9769890991400186e-69,8.959910246995028e-68
CD79A,CD19,0,3446,0.2931150375195978,0.00013191177542426946,17.567229437366045,4.39099251529488e-69,1.303463120636165e-67
LYZ,CD3,0,3446,-0.3024942523832396,-0.0004350518063179908,-17.44309166421024,3.8847856983415105e-68,1.137612244365683e-66
CD19,CD19,0,3446,0.2937361437372163,-0.00015144076137242195,17.230797205339464,1.5598662316701017e-66,4.50697349870548e-65
CD14,CD3,0,3446,-0.29627938302295304,-0.00011508783442730769,-17.18804318717188,3.263629015951659e-66,9.30563694416743e-65
CD14,CD14,4,932,0.5738300874976665,0.0005597052717372647,17.162066150728865,5.106423177538851e-66,1.4370933799645051e-64
CST3,CD3,0,3446,-0.2965993157000421,-0.0005571219629919178,-17.10603133132274,1.3381203419490564e-65,3.7175727961584684e-64
LYZ,CD4,0,3446,-0.2988510299685058,0.0005661492437014447,-16.990899852513607,9.590648185399529e-65,2.6307512174380735e-63
GZMA,TIGIT,0,3446,0.28485162857850665,-0.0003684067346694838,16.84729627951547,1.09821995171942e-63,2.974803294219979e-62
CD14,CD4,0,3446,-0.2952918235964305,0.000542288239810072,-16.70014696995189,1.3074236097425756e-62,3.4977616818668656e-61
CD8B,TIGIT,0,3446,0.2799140389940182,-4.113206805550793e-05,16.477233302833575,5.347670776003406e-61,1.4132198258048024e-59
CST3,CD4,0,3446,-0.28971884851811536,0.00020962674220000596,-16.355500183715357,3.974316877658884e-60,1.0376318884200964e-58
CST3,CD14,2,938,0.5134215335507615,0.0004257548174420106,16.287805226317182,1.2047575721096262e-59,3.1079876890018573e-58
CD8A,TIGIT,0,3446,0.2730552179093655,8.3056031594064e-05,16.248968871641296,2.2715279988156504e-59,5.791060204039429e-58
KLRB1,CD56,0,3446,0.2677881435635953,-0.00017055797554575607,16.073949079935296,3.8852642515754174e-58,9.789962364144105e-57
CD3D,CD16,2,938,-0.5279119240071,-6.44870713243519e-05,-16.008869738862245,1.108043989955493e-57,2.7599210646362687e-56
LYZ,CD14,2,938,0.5106915933452497,0.0008109884397026465,15.96726764014821,2.1604479891235743e-57,5.320103173216801e-56
CD3D,CD4,4,932,0.5015138207687068,0.0010729014239452286,15.846554546244322,1.4850268989973989e-56,3.615790213626251e-55
CD3G,CD16,2,938,-0.5266961339192955,4.4401142278251095e-05,-15.814504914024331,2.47144807492249e-56,5.9506977537300396e-55
CD3E,CD16,2,938,-0.5227576644180352,0.00036303525403721617,-15.756751601190167,6.172515070100552e-56,1.4698725447151535e-54
KLRB1,CD56,1,2427,0.3199364938488627,0.00033810351985672334,15.598659289145845,7.433891934312734e-55,1.7510047632234453e-53
CD3G,CD4,4,932,0.4894850713790988,0.0005786027083634942,15.383633976814723,2.107780271289192e-53,4.9113546751437405e-52
CD3G,CD19,0,3446,-0.2559256385448283,-0.00047398586023547634,-15.371140130183543,2.5563075547667465e-53,5.893104756573979e-52
CD3E,CD4,4,932,0.4956150595527856,0.0005916519112017321,15.344993218050847,3.8259936997115844e-53,8.727292997131582e-52
CD3D,CD19,0,3446,-0.2546907969688258,-0.00024034762560087665,-15.335530591344826,4.426411058343565e-53,9.99170079524011e-52
CD3E,CD19,0,3446,-0.25299221360582336,-0.00027439136511678053,-15.307337344657594,6.830342666714115e-53,1.5259126349246896e-51
NCAM1,CD56,0,3446,0.26079165584107006,0.0003314455787779173,15.263838440679994,1.3317820924220748e-52,2.9448691778353427e-51
CD14,CD14,2,938,0.48819248126435216,0.00023167956972121095,15.138479422842357,9.027695752863057e-52,1.976062292571136e-50
NKG7,CD56,0,3446,0.2550922897985493,0.00022429165291351373,15.057628871301281,3.0762370954714383e-51,6.666205785886608e-50
CD14,CD8a,0,3446,-0.2627150465733119,-0.00040548165167334876,-15.02792930292958,4.8183350275151815e-51,1.0337952479827126e-49
CD8B,CD14,0,3446,-0.2649722191018767,-0.0009043133244612062,-14.929826632343133,2.1081348048224972e-50,4.478753060833678e-49
LYZ,CD8a,0,3446,-0.26440255601432244,-0.0006930998118321356,-14.886105441399906,4.057246464265505e-50,8.535973871906165e-49
GZMA,CD14,0,3446,-0.2580026621384315,-0.0009044491360580103,-14.72415699234156,4.510593070779835e-49,9.39851460036529e-48
CD8A,CD14,0,3446,-0.2563971008215724,-0.0009278476898993952,-14.505731030836234,1.1144383246299977e-47,2.299988428069719e-46
CST3,CD8a,0,3446,-0.25827497422437723,-0.0005147558713520015,-14.491482793300404,1.371498208194381e-47,2.803808129393607e-46
CD8A,CD8a,2,938,0.4772067507888792,-0.0004221608275398319,14.48350633569148,1.5403475317725946e-47,3.1195636461226284e-46
CD14,CD16,4,932,0.4967518148123746,-0.0008010229552194161,14.479261513288366,1.6384806106128085e-47,3.2875810029610702e-46
NCAM1,CD56,1,2427,0.29278981999976894,0.00030010906246255245,14.459448998420728,2.185402817505774e-47,4.344741197738544e-46
NCAM1,CD8a,0,3446,0.24708098507957765,1.765468457831005e-05,14.313005690789392,1.814963233271024e-46,3.575477569543918e-45
LYZ,CD16,4,932,0.4784658462166026,-0.001003101733444493,14.308188124523012,1.945153496392459e-46,3.797430294308521e-45
CST3,CD16,1,2427,0.2986118035939498,-0.00010446469603861598,14.248461607154857,4.582654757873073e-46,8.866618625277634e-45
KLRB1,CD16,1,2427,0.2831748364842051,-1.9638710806283794e-05,14.136091059381624,2.2757923403229987e-45,4.3642849570618924e-44
CST3,CD16,4,932,0.47741878543873323,-0.0013853740001010144,14.086314814421971,4.6099814225155694e-45,8.763008546132665e-44
CD3D,CD3,2,938,0.4460007940620315,-0.00020717959085689687,14.067127939153632,6.047601358685895e-45,1.139578447328029e-43
LYZ,CD16,1,2427,0.29888818439274584,0.0005001619776013269,14.037610522945288,9.175447166348782e-45,1.7140684490929147e-43
CD3G,CD3,2,938,0.44234934576061824,-0.00035973169032829633,13.974854036250829,2.2196821902773963e-44,4.111154962676169e-43
CD8B,CD8a,2,938,0.45725153688808,-0.0009266262153830292,13.951597192774454,3.0763797386189764e-44,5.649588892870612e-43
CD3E,CD3,2,938,0.44775903091891717,-0.0005120045231594722,13.934011525542891,3.936120649699694e-44,7.167708779747258e-43
CD8A,CD19,0,3446,-0.24033349299356768,0.00018479620606810817,-13.920205164457723,4.775313759360341e-44,8.623420763778217e-43
CD3G,CD3,4,932,0.44325512117290633,-0.0011387685150183347,13.871059452678276,9.486516539198922e-44,1.6989488711110796e-42
KLRB1,CD8a,0,3446,0.2396375780500454,-6.729531770039849e-05,13.85771206059764,1.1425844106408958e-43,2.029492145785919e-42
CD3E,CD56,2,938,-0.4650724415354196,-0.0005873698539598914,-13.838552205247122,1.4918104281447387e-43,2.6282546323493077e-42
NKG7,CD56,1,2427,0.2877018559470435,0.000450667160071649,13.788893061225085,2.9728653919300844e-43,5.195322019606849e-42
CD3D,CD56,2,938,-0.46140339658280866,-0.0007240187287205709,-13.760558354569776,4.40114596707787e-43,7.629826648526195e-42
GZMA,CD8a,2,938,0.46307787681739143,-0.0005225721374547595,13.690342789039091,1.1596090737801798e-42,1.9943435419695632e-41
NCAM1,HLA-DR,0,3446,-0.22301593355836566,-0.0001308300696359163,-13.689356409975549,1.1754577270429795e-42,2.0056825940961705e-41
CD8B,CD19,0,3446,-0.23843568067733992,0.00010945361580076065,-13.685030132035507,1.2475542359432705e-42,2.1120703353820837e-41
NKG7,CD8a,0,3446,0.23381326536181404,-0.00024690406852757456,13.610384165076056,3.47412833308074e-42,5.835996975027879e-41
GZMA,CD19,0,3446,-0.23401216144697853,0.00039254911853976363,-13.57124258638178,5.930800122961645e-42,9.886187589582988e-41
CD14,CD16,1,2427,0.2797500031502041,0.0002730899018514098,13.567285360768475,6.259775472034441e-42,1.0354911028930255e-40
CD3G,IgM,1,2427,-0.2720977449311209,-0.0002070219388352893,-13.481015603955202,2.0230280830391408e-41,3.321137769655923e-40
CST3,HLA-DR,4,932,0.4286592445417756,-0.0007250834782531216,13.474755468654957,2.2021371552498482e-41,3.587993395057459e-40
CD3D,IgM,0,3446,-0.23054407240162936,0.00013362378825060393,-13.44925266058079,3.1099955828271655e-41,5.029373453721244e-40
CD3G,HLA-DR,1,2427,-0.26574963377660993,0.0005907607476495725,-13.424541545624102,4.3426346889936846e-41,6.970732867443937e-40
CD3D,CD3,4,932,0.44036867748059666,-0.0005944653432526426,13.376695563970715,8.274501831893536e-41,1.3184445198318597e-39
NKG7,CD161,0,3446,0.23405190111450375,3.457338826468995e-05,13.374029188073248,8.576617823835288e-41,1.3566080893613918e-39
NKG7,CD16,1,2427,0.270710988400141,-2.4365163705595535e-05,13.351429148551997,1.161980175989156e-40,1.8246456821510878e-39
CD3D,IgM,1,2427,-0.2661204204929142,0.00017635678674666726,-13.337306258172726,1.4044326525722874e-40,2.189500401528163e-39
NCAM1,CD161,0,3446,0.22732966577763727,-0.00015655843596594743,13.248949441765868,4.575635122192715e-40,7.08242950699401e-39
CD3E,CD14,2,938,-0.41985819650175576,-0.0011815784807445834,-13.202116368149015,8.530428588954908e-40,1.3110240249833534e-38
CD3E,IgM,1,2427,-0.26882513581938555,-0.0005313199757186427,-13.197511000891522,9.068207333400525e-40,1.3838595275689394e-38
LYZ,HLA-DR,4,932,0.42539930440763213,-0.0005167750649019954,13.195959445253704,9.256873195732414e-40,1.402772322737912e-38
CD8A,CD4,1,2427,-0.261064983848513,8.219025150754593e-05,-13.187784808522357,1.031725599983323e-39,1.552603732752681e-38
CD14,CD14,1,2427,0.2569337097753924,-0.0006192774466799794,13.165992453764884,1.3771600999428926e-39,2.0581420252249988e-38
NCAM1,CD16,1,2427,0.2634682673193492,0.0002630775382338358,13.128692861776944,2.2551559496758748e-39,3.3472074951696034e-38
CD14,HLA-DR,4,932,0.4235072659113877,-0.0002558621662655003,13.124701663484203,2.3771707038911147e-39,3.504305384579623e-38
CD3E,CD3,4,932,0.4296023281925889,-0.0011970338959520987,13.118154473943495,2.5916968401699192e-39,3.794734495032578e-38
KLRB1,CD161,0,3446,0.22404091040177215,-1.7202598941589883e-05,13.07099605143565,4.822984212162248e-39,7.014366971648048e-38
CD3G,CD14,2,938,-0.42225352406864625,-0.0011233507402483242,-13.06608420540346,5.144638474391275e-39,7.432287716003928e-38
CD3G,CD56,2,938,-0.43493577526076416,-0.0007810035807474248,-12.993798528335159,1.3267499522975716e-38,1.9040179778998924e-37
CD3D,CD14,2,938,-0.41940896649682397,-0.001016177346345143,-12.98021524625442,1.5843470204266194e-38,2.2587368376740026e-37
LYZ,CD14,1,2427,0.26032273493624286,-5.8982345223973396e-05,12.956299651023695,2.1643905096586714e-38,3.0655125715230985e-37
CD3G,IgM,4,932,-0.42237327224529525,-0.00019399199159879217,-12.935683564877358,2.830939086064728e-38,3.978041623079579e-37
NKG7,HLA-DR,0,3446,-0.21293434369118105,0.00016092853244623203,-12.935292202809354,2.8453920238917156e-38,3.978041623079579e-37
CD3G,IgM,0,3446,-0.2219520155217749,-0.00031977965712954193,-12.88569365317006,5.418611125362636e-38,7.527006608115919e-37
CD79A,CD19,1,2427,0.25563157518118895,-0.00030317530312273523,12.876824402229058,6.078555775388652e-38,8.389955646667012e-37
CST3,CD16,2,938,0.4103633022508201,-0.00021612099272515673,12.837655799771436,1.008831570460549e-37,1.3836316539164618e-36
KLRB1,HLA-DR,0,3446,-0.2127627178694434,-8.877463408587685e-05,-12.832457240102991,1.0788728743223002e-37,1.4703883765134746e-36
CD19,CD19,1,2427,0.2542002117326929,-0.00015913596641932507,12.82205565619135,1.2338532211153347e-37,1.6710999563480814e-36
CD3E,HLA-DR,1,2427,-0.2528427408290709,0.00048365049177021084,-12.804568989556453,1.5458171660709511e-37,2.0806122974383546e-36
CD8A,IgM,0,3446,-0.2172847478129588,0.000768177025593291,-12.771797502749529,2.3564887086509236e-37,3.151090088220921e-36
CD3D,HLA-DR,1,2427,-0.2487520371005849,0.0007747568604011442,-12.771345164273008,2.3702246625750354e-37,3.151090088220921e-36
LYZ,CD16,2,938,0.4043965387364074,-0.0001435695014377014,12.740292761137255,3.530674424382052e-37,4.6652265107536015e-36
CD8A,CD56,1,2427,0.2511267724908463,0.0004080407470007837,12.723191356816498,4.395347973889359e-37,5.772557005708025e-36
GENE_10609,CD8a,0,3446,0.21378755205705866,-5.535666041377407e-05,12.672058531517377,8.44682503009345e-37,1.1026668578441269e-35
CD8A,TIGIT,1,2427,0.24759155507310368,-0.0005665817351305394,12.668432739005762,8.846421468467245e-37,1.147915887555001e-35
CD3E,IgM,4,932,-0.41326307014902114,-0.00018586456307925696,-12.664676111419325,9.28025980690605e-37,1.1970430358074649e-35
CD3E,IgM,0,3446,-0.2141882414547272,-9.99642143439967e-05,-12.654093029929038,1.0619486971499082e-36,1.3616821459904445e-35
LYZ,CD3,2,938,-0.4034885912199019,-0.0005591317343407583,-12.632702042371072,1.3940758316992748e-36,1.7770366631131343e-35
CD8B,CD4,1,2427,-0.2532805267381968,2.348751984365394e-05,-12.62854986958505,1.469615778690637e-36,1.8623727441067898e-35
GZMA,IgM,0,3446,-0.21073650785950143,0.000872325424529867,-12.626752551807623,1.5035628030872871e-36,1.8943142990059021e-35
MS4A1,CD19,1,2427,0.2520914816169554,-0.00022852337083161493,12.570207922072509,3.0791305252410846e-36,3.8569224556054513e-35
GZMA,HLA-DR,1,2427,-0.2517708982387613,0.0006548594404930471,-12.557484560234862,3.616482526748067e-36,4.5039756525649776e-35
GENE_11105,CD8a,0,3446,0.21969071649534855,0.0007489934710541914,12.541992734545717,4.397954178823002e-36,5.445923831719683e-35
CD8A,CD56,0,3446,0.21541577233397308,0.0004528829710632552,12.541227030297115,4.4406596614003044e-36,5.467562208099125e-35
CST3,CD14,1,2427,0.24982462983280232,-0.0004348930401734946,12.499502251773885,7.512014807331374e-36,9.196913043778017e-35
CD3D,IgM,4,932,-0.4040984059175576,-0.0002210315398246466,-12.492688464334337,8.184056675291861e-36,9.963399334470486e-35
CD8B,IgM,0,3446,-0.21100339428015233,0.0008040181916458735,-12.438752502989212,1.6099872369805902e-35,1.9490739343781784e-34
CD8B,CD56,0,3446,0.20796926877667082,0.0005188514191180103,12.4204890517231,2.0232091537814014e-35,2.43571902013572e-34
CD3G,TIGIT,0,3446,0.21120234795671536,-0.0004057986012211841,12.396584626783216,2.7270108460112644e-35,3.2517896990619237e-34
CD8B,CD56,1,2427,0.24613738578914804,0.0005001976733361202,12.39646502131291,2.7310831805688515e-35,3.2517896990619237e-34
GENE_19228,CD8a,0,3446,0.21520271696564663,0.0002516646906030426,12.37375874425091,3.6245432281843575e-35,4.292013757090439e-34
CD3G,CD45RO,2,938,0.4110541038696941,0.00028473565039019183,12.33250884804518,6.053221401544831e-35,7.128984118015026e-34
CD3D,CD45RO,2,938,0.40651094943840055,-0.00062606850542785,12.330515637777838,6.204838969349903e-35,7.268046511665535e-34
CD14,CD16,2,938,0.39725941776883184,-0.0013342758408057952,12.326793647161516,6.498131364870419e-35,7.570672401975375e-34
GZMA,CD56,1,2427,0.24078182699784817,0.0006850242553681869,12.268202022094775,1.3420032274120353e-34,1.5551449164715937e-33
GENE_17396,CD8a,0,3446,0.21661968865077347,0.00044475205239810726,12.25437776389015,1.591663394504045e-34,1.8346460510054603e-33
CD19,IgM,1,2427,0.24791199919828394,-5.494467398809314e-05,12.218837266039174,2.465862477063597e-34,2.827261369204664e-33
CD8A,HLA-DR,1,2427,-0.24742734169275066,0.0007155924944218741,-12.20730195398681,2.8415664032600575e-34,3.240881260981339e-33
CD3E,CD45RO,2,938,0.4095291041585922,-1.5758452363615456e-05,12.20300069818854,2.99576840586649e-34,3.3988639452945984e-33
GENE_01161,CD8a,0,3446,0.21381637797131742,0.00053016675443054,12.194292382707786,3.3338740704337833e-34,3.762763078453129e-33
GZMA,CD4,1,2427,-0.24723104450124603,-0.0003946564740815007,-12.192348348396267,3.4143823194180865e-34,3.833661391802587e-33
GZMA,TIGIT,1,2427,0.2412472999271901,-0.0004389674888817969,12.190163822223427,3.5071564322878187e-34,3.917529891117373e-33
LYZ,CD4,2,938,-0.3952616564845677,-0.0002770927075348587,-12.183270591936589,3.8166370674247613e-34,4.2413602692869016e-33
CD8B,TIGIT,1,2427,0.2387431546395555,-0.0010283138469192748,12.16562586537238,4.737998991470476e-34,5.23838970128394e-33
CD8B,HLA-DR,1,2427,-0.2507613709283346,0.0007141064119121658,-12.158050946756127,5.198418900046353e-34,5.7182607900509884e-33
GENE_16888,CD8a,0,3446,0.21102491097436676,0.00030585374600328885,12.131832296173858,7.162857467044195e-34,7.839349561153925e-33
GENE_04613,CD8a,0,3446,0.21184942439943993,0.0004220913640187061,12.128337441692004,7.475165022072326e-34,8.140041508960167e-33
CD14,CD56,0,3446,0.20828527420539808,-9.09196478797648e-05,12.107693925102717,9.61597467358116e-34,1.0418908558825186e-32
NCAM1,CD161,1,2427,0.24109681844263312,0.0007060032721466926,12.069663414523509,1.5275781674464126e-33,1.6468964621176002e-32
GENE_10069,CD8a,0,3446,0.2102363215779029,9.707612457136848e-05,12.04684839997812,2.0150817419542887e-33,2.161723829116309e-32
CD79A,IgM,1,2427,0.24743078506467828,-0.0008413465780711737,12.028783307587384,2.5082986145401144e-33,2.677577880644546e-32
CST3,CD3,2,938,-0.3821113240355928,-0.0008928271592705267,-12.028277517321072,2.5237101011785743e-33,2.680823426104888e-32
GENE_11354,CD8a,0,3446,0.2127238658903311,-0.00011991039976705652,12.017876673905869,2.8623235414491084e-33,3.0256854216196187e-32
GENE_10844,CD8a,0,3446,0.20752507134807388,-6.373393847033426e-05,12.011139009248817,3.105381975129048e-33,3.2666809417983726e-32
CD3G,CD19,1,2427,-0.24206161623705116,8.933999424250026e-06,-12.001859728469116,3.474014676095436e-33,3.636806668163676e-32
GENE_05607,CD8a,0,3446,0.2113866730110793,0.0006399600803693713,11.972476179243468,4.952808033342606e-33,5.159968753967994e-32
CD3E,TIGIT,0,3446,0.2007195246324176,-0.00040212521970951775,11.963990061393835,5.48610215833189e-33,5.688221711533591e-32
CD3G,CD19,4,932,-0.38084536405110775,0.0011151500141839837,-11.952869901841561,6.272123616575043e-33,6.472234227199104e-32
GENE_07154,CD8a,0,3446,0.2095355545069002,0.0006618466229077271,11.94265272923316,7.09245046528341e-33,7.284047468374004e-32
CD3G,CD25,2,938,0.3884754679916364,0.00021814885839173604,11.93741605486315,7.553338185960554e-33,7.720794268385152e-32
