sender,receiver,ligand,receptor,score_classical,gat_sim,score,z_score,fdr
3,2,GENE_16765,GENE_07293,0.9096120644770055,0.999411404132843,1.8186887350521437,-17.665789190956797,1.0
3,3,GENE_16765,GENE_07293,0.9222906693508407,0.9999999403953552,1.8445812837288738,-0.07350642038787786,1.0
3,4,GENE_16765,GENE_07293,0.9339859833420682,0.9979414343833923,1.8660492952524348,-67.0834451919,1.0
3,5,GENE_16765,GENE_07293,0.8845260429429739,0.9867527484893799,1.7573345469273887,-178.93364917009805,1.0
4,0,GENE_16765,GENE_07293,0.9505929045616252,0.9992010593414307,1.9004263418020484,-118.80005781029205,1.0
4,1,GENE_16765,GENE_07293,0.953084797076988,0.9998115301132202,1.9059899663701794,-23.729185998278307,1.0
4,2,GENE_16765,GENE_07293,0.9467061072977491,0.9985918998718262,1.8920791576044693,-141.28351045282983,1.0
4,3,GENE_16765,GENE_07293,0.9599017465541128,0.9979414343833923,1.9178274723774476,-67.0834451919,1.0
4,4,GENE_16765,GENE_07293,0.9720739962577554,1.0,1.9441479925155107,-0.013887533519444564,1.0
4,5,GENE_16765,GENE_07293,0.920597076072745,0.9875062704086304,1.8296924612144316,-256.92405883004614,1.0
5,0,GENE_16765,GENE_07293,1.0586424795913962,0.9927322864532471,2.109591048892698,-153.6492494033615,1.0
5,1,GENE_16765,GENE_07293,1.061417614203363,0.9859763383865356,2.107950266954567,-298.53014473761243,1.0
5,2,GENE_16765,GENE_07293,1.0543138877479756,0.990939736366272,2.099075413720254,-192.7659574857351,1.0
5,3,GENE_16765,GENE_07293,1.0690094153446104,0.9867527484893799,2.12385739409693,-178.93364917009805,1.0
5,4,GENE_16765,GENE_07293,1.0825652293493575,0.9875062704086304,2.151605181458205,-256.92405883004614,1.0
5,5,GENE_16765,GENE_07293,1.0252371616088152,1.0000001192092896,2.050474445435424,0.10102980698524008,1.0
0,0,GENE_11431,GENE_07293,0.9522667476373045,1.0000001192092896,1.9045336087936513,0.09099224249153974,1.0
0,1,GENE_11431,GENE_07293,0.9547630279794774,0.9988289475440979,1.908407978370235,-299.57882125132807,1.0
0,2,GENE_11431,GENE_07293,0.9483731063409772,0.9993154406547546,1.8960969950092292,-112.32307033697873,1.0
0,3,GENE_11431,GENE_07293,0.9615919810215613,0.9978244304656982,1.921091951824783,-76.10267061547528,1.0
0,4,GENE_11431,GENE_07293,0.973785664123017,0.9992010593414307,1.9467933312862342,-118.80005781029205,1.0
0,5,GENE_11431,GENE_07293,0.9222181012601627,0.9927322864532471,1.837733785532736,-153.6492494033615,1.0
1,0,GENE_11431,GENE_07293,0.9315326248896891,0.9988289475440979,1.8619743762112482,-299.57882125132807,1.0
1,1,GENE_11431,GENE_07293,0.9339745526219916,1.0000001192092896,1.867949216582426,0.09353658071627739,1.0
1,2,GENE_11431,GENE_07293,0.9277237615579117,0.9987845420837402,1.8543199139257356,-188.21880430207423,1.0
1,3,GENE_11431,GENE_07293,0.9406548158657981,0.9986039400100708,1.8799964211788318,-50.02198825239195,1.0
1,4,GENE_11431,GENE_07293,0.9525830005417357,0.9998115301132202,1.904986467873211,-23.729185998278307,1.0
1,5,GENE_11431,GENE_07293,0.9021382409069123,0.9859763383865356,1.7916252003947801,-298.53014473761243,1.0
2,0,GENE_11431,GENE_07293,0.9566856882737903,0.9993154406547546,1.9127164684192104,-112.32307033697873,1.0
2,1,GENE_11431,GENE_07293,0.9591935524654168,0.9987845420837402,1.9172212455342643,-188.21880430207423,1.0
2,2,GENE_11431,GENE_07293,0.9527739787525766,0.9999999403953552,1.9055479007153988,-0.07471019371153047,1.0
2,3,GENE_11431,GENE_07293,0.9660541948825389,0.999411404132843,1.93153977425852,-17.665789190956797,1.0
2,4,GENE_11431,GENE_07293,0.9783044620891302,0.9985918998718262,1.9552313735397997,-141.28351045282983,1.0
2,5,GENE_11431,GENE_07293,0.9264976028320412,0.990939736366272,1.844600893126407,-192.7659574857351,1.0
3,0,GENE_11431,GENE_07293,0.9656399291454592,0.9978244304656982,1.929179041479964,-76.10267061547528,1.0
3,1,GENE_11431,GENE_07293,0.9681712660620572,0.9986039400100708,1.934990906956166,-50.02198825239195,1.0
3,2,GENE_11431,GENE_07293,0.9616916074017544,0.999411404132843,1.9228171670979126,-17.665789190956797,1.0
3,3,GENE_11431,GENE_07293,0.9750961216742655,0.9999999403953552,1.950192185228273,-0.07350642038787786,1.0
3,4,GENE_11431,GENE_07293,0.9874610470644742,0.9979414343833923,1.972889340769722,-67.0834451919,1.0
3,5,GENE_11431,GENE_07293,0.9351692938633462,0.9867527484893799,1.8579501648858756,-178.93364917009805,1.0
4,0,GENE_11431,GENE_07293,0.9426121144450476,0.9992010593414307,1.884471137746605,-118.80005781029205,1.0
4,1,GENE_11431,GENE_07293,0.9450830860477223,0.9998115301132202,1.8899880523932198,-23.729185998278307,1.0
4,2,GENE_11431,GENE_07293,0.9387579491449067,0.9985918998718262,1.8761940331012983,-141.28351045282983,1.0
4,3,GENE_11431,GENE_07293,0.9518428031988417,0.9979414343833923,1.901726175530603,-67.0834451919,1.0
4,4,GENE_11431,GENE_07293,0.9639128596611239,1.0,1.9278257193222479,-0.013887533519444564,1.0
4,5,GENE_11431,GENE_07293,0.9128681186917094,0.9875062704086304,1.8143311099559023,-256.92405883004614,1.0
5,0,GENE_11431,GENE_07293,0.9109052782453472,0.9927322864532471,1.8151903578601818,-153.6492494033615,1.0
5,1,GENE_11431,GENE_07293,0.9132931332715856,0.9859763383865356,1.8137785526882697,-298.53014473761243,1.0
5,2,GENE_11431,GENE_07293,0.9071807562905289,0.990939736366272,1.8061422157656208,-192.7659574857351,1.0
5,3,GENE_11431,GENE_07293,0.9198254724363814,0.9867527484893799,1.827465785493523,-178.93364917009805,1.0
5,4,GENE_11431,GENE_07293,0.9314895259444197,0.9875062704086304,1.8513412736344967,-256.92405883004614,1.0
5,5,GENE_11431,GENE_07293,0.882161787351668,1.0000001192092896,1.7643236798652158,0.10102980698524008,1.0
0,0,GENE_00657,GENE_07536,0.8459688083132236,1.0000001192092896,1.691937717473788,0.09099224249153974,1.0
0,1,GENE_00657,GENE_07536,0.8457506150816263,0.9988289475440979,1.6905108118283805,-299.57882125132807,1.0
0,2,GENE_00657,GENE_07536,0.882540315690478,0.9993154406547546,1.7644764801602943,-112.32307033697873,1.0
0,3,GENE_00657,GENE_07536,0.9026426950673602,0.9978244304656982,1.8033216281869717,-76.10267061547528,1.0
0,4,GENE_00657,GENE_07536,0.8504344751745322,0.9992010593414307,1.7001895036693984,-118.80005781029205,1.0
0,5,GENE_00657,GENE_07536,1.0331821928136178,0.9927322864532471,2.0588555134082602,-153.6492494033615,1.0
1,0,GENE_00657,GENE_07536,0.8546424724630208,0.9988289475440979,1.7082841137597455,-299.57882125132807,1.0
1,1,GENE_00657,GENE_07536,0.8544220421101586,1.0000001192092896,1.7088441860753618,0.09353658071627739,1.0
1,2,GENE_00657,GENE_07536,0.8915889451691679,0.9987845420837402,1.7820942014968801,-188.21880430207423,1.0
1,3,GENE_00657,GENE_07536,0.9118974329576293,0.9986039400100708,1.8225218023941872,-50.02198825239195,1.0
1,4,GENE_00657,GENE_07536,0.8591539255213845,0.9998115301132202,1.7181459263996994,-23.729185998278307,1.0
1,5,GENE_00657,GENE_07536,1.0437753438352078,0.9859763383865356,2.072913135447993,-298.53014473761243,1.0
2,0,GENE_00657,GENE_07536,0.8541850706377431,0.9993154406547546,1.707785400902812,-112.32307033697873,1.0
2,1,GENE_00657,GENE_07536,0.8539647582584768,0.9987845420837402,1.7068915582913216,-188.21880430207423,1.0
2,2,GENE_00657,GENE_07536,0.891111769713866,0.9999999403953552,1.7822234863133315,-0.07471019371153047,1.0
2,3,GENE_00657,GENE_07536,0.9114093884668156,0.999411404132843,1.8222823251342917,-17.665789190956797,1.0
2,4,GENE_00657,GENE_07536,0.8586941091813476,0.9985918998718262,1.7161790910774948,-141.28351045282983,1.0
2,5,GENE_00657,GENE_07536,1.0432167187225636,0.990939736366272,2.076981618946388,-192.7659574857351,1.0
3,0,GENE_00657,GENE_07536,0.8798350754375248,0.9978244304656982,1.7577560084897177,-76.10267061547528,1.0
3,1,GENE_00657,GENE_07536,0.8796081473800176,0.9986039400100708,1.757988309018662,-50.02198825239195,1.0
3,2,GENE_00657,GENE_07536,0.9178706325832877,0.999411404132843,1.8352010103056522,-17.665789190956797,1.0
3,3,GENE_00657,GENE_07536,0.938777760956967,0.9999999403953552,1.877555465958419,-0.07350642038787786,1.0
3,4,GENE_00657,GENE_07536,0.884479514217286,0.9979414343833923,1.7671382693180104,-67.0834451919,1.0
3,5,GENE_00657,GENE_07536,1.0745430843572008,0.9867527484893799,2.1348514262169243,-178.93364917009805,1.0
4,0,GENE_00657,GENE_07536,0.8039617845087007,0.9992010593414307,1.6072812512598214,-118.80005781029205,1.0
4,1,GENE_00657,GENE_07536,0.8037544257761815,0.9998115301132202,1.6073573680467381,-23.729185998278307,1.0
4,2,GENE_00657,GENE_07536,0.8387173145521964,0.9985918998718262,1.6762536311462704,-141.28351045282983,1.0
4,3,GENE_00657,GENE_07536,0.8578214997631544,0.9979414343833923,1.7138771176817094,-67.0834451919,1.0
4,4,GENE_00657,GENE_07536,0.8082057063454852,1.0,1.6164114126909703,-0.013887533519444564,1.0
4,5,GENE_00657,GENE_07536,0.9818789904479565,0.9875062704086304,1.951490650297809,-256.92405883004614,1.0
5,0,GENE_00657,GENE_07536,0.9445091948181366,0.9927322864532471,1.8821539673660606,-153.6492494033615,1.0
5,1,GENE_00657,GENE_07536,0.9442655859386302,0.9859763383865356,1.8752891108268175,-298.53014473761243,1.0
5,2,GENE_00657,GENE_07536,0.9853406352291011,0.990939736366272,1.9617538245340014,-192.7659574857351,1.0
5,3,GENE_00657,GENE_07536,1.0077845858483274,0.9867527484893799,2.0022187958193958,-178.93364917009805,1.0
5,4,GENE_00657,GENE_07536,0.9494950327947289,0.9875062704086304,1.887127331401372,-256.92405883004614,1.0
5,5,GENE_00657,GENE_07536,1.15352962360465,1.0000001192092896,2.307059384720747,0.10102980698524008,1.0
0,0,GENE_18612,GENE_07293,0.9529794403001985,1.0000001192092896,1.905958994204399,0.09099224249153974,1.0
0,1,GENE_18612,GENE_07293,0.9554775889011223,0.9988289475440979,1.9098362634252026,-299.57882125132807,1.0
0,2,GENE_18612,GENE_07293,0.9490828849363678,0.9993154406547546,1.8975160663144401,-112.32307033697873,1.0
0,3,GENE_18612,GENE_07293,0.962311652848045,0.9978244304656982,1.9225297297816502,-76.10267061547528,1.0
0,4,GENE_18612,GENE_07293,0.9745144619097442,0.9992010593414307,1.9482503445935049,-118.80005781029205,1.0
0,5,GENE_18612,GENE_07293,0.9229083050040054,0.9927322864532471,1.8391091768173224,-153.6492494033615,1.0
1,0,GENE_18612,GENE_07293,0.9624940132795041,0.9988289475440979,1.9238608955809662,-299.57882125132807,1.0
1,1,GENE_18612,GENE_07293,0.9650171034648646,1.0000001192092896,1.9300343219687324,0.09353658071627739,1.0
1,2,GENE_18612,GENE_07293,0.9585585545996005,0.9987845420837402,1.9159520216158143,-188.21880430207423,1.0
1,3,GENE_18612,GENE_07293,0.9719193988944599,0.9986039400100708,1.9424819400026871,-50.02198825239195,1.0
1,4,GENE_18612,GENE_07293,0.9842440411379259,0.9998115301132202,1.9683025819128548,-23.729185998278307,1.0
1,5,GENE_18612,GENE_07293,0.9321226469402825,0.9859763383865356,1.8511735212976277,-298.53014473761243,1.0
2,0,GENE_18612,GENE_07293,0.998213989851189,0.9993154406547546,1.9957446429870709,-112.32307033697873,1.0
2,1,GENE_18612,GENE_07293,1.0008307166940933,0.9987845420837402,2.0004449657707446,-188.21880430207423,1.0
2,2,GENE_18612,GENE_07293,0.9941324788427456,0.9999999403953552,1.988264898430578,-0.07471019371153047,1.0
2,3,GENE_18612,GENE_07293,1.0079891693855876,0.999411404132843,2.015385040511936,-17.665789190956797,1.0
2,4,GENE_18612,GENE_07293,1.0207712024555076,0.9985918998718262,2.040105056850001,-141.28351045282983,1.0
2,5,GENE_18612,GENE_07293,0.9667154845592889,0.990939736366272,1.9246722719696636,-192.7659574857351,1.0
3,0,GENE_18612,GENE_07293,0.9808647192430711,0.9978244304656982,1.9595954990856854,-76.10267061547528,1.0
3,1,GENE_18612,GENE_07293,0.9834359665569699,0.9986039400100708,1.965498997508372,-50.02198825239195,1.0
3,2,GENE_18612,GENE_07293,0.9768541461694747,0.999411404132843,1.953133320025699,-17.665789190956797,1.0
3,3,GENE_18612,GENE_07293,0.990470003107093,0.9999999403953552,1.9809399471775733,-0.07350642038787786,1.0
3,4,GENE_18612,GENE_07293,1.003029880453985,0.9979414343833923,2.0039949580836374,-67.0834451919,1.0
3,5,GENE_18612,GENE_07293,0.9499136678013639,0.9867527484893799,1.8872435903319875,-178.93364917009805,1.0
4,0,GENE_18612,GENE_07293,0.9388682214703311,0.9992010593414307,1.876986342945491,-118.80005781029205,1.0
4,1,GENE_18612,GENE_07293,0.9413293787993697,0.9998115301132202,1.8824813453572946,-23.729185998278307,1.0
4,2,GENE_18612,GENE_07293,0.9350293642509687,0.9985918998718262,1.8687421135342894,-141.28351045282983,1.0
4,3,GENE_18612,GENE_07293,0.948062247518175,0.9979414343833923,1.8941728466912053,-67.0834451919,1.0
4,4,GENE_18612,GENE_07293,0.9600843637949863,1.0,1.9201687275899726,-0.013887533519444564,1.0
4,5,GENE_18612,GENE_07293,0.909242363745387,0.9875062704086304,1.8071248992651214,-256.92405883004614,1.0
5,0,GENE_18612,GENE_07293,0.9015735105353674,0.9927322864532471,1.7965946430548232,-153.6492494033615,1.0
5,1,GENE_18612,GENE_07293,0.9039369031844937,0.9859763383865356,1.7951973011188052,-298.53014473761243,1.0
5,2,GENE_18612,GENE_07293,0.8978871444399378,0.990939736366272,1.7876391946379144,-192.7659574857351,1.0
5,3,GENE_18612,GENE_07293,0.9104023218108487,0.9867527484893799,1.8087443150888165,-178.93364917009805,1.0
5,4,GENE_18612,GENE_07293,0.9219468829408173,0.9875062704086304,1.8323752108285658,-256.92405883004614,1.0
5,5,GENE_18612,GENE_07293,0.8731244822895614,1.0000001192092896,1.746249068663672,0.10102980698524008,1.0
0,0,GENE_13534,GENE_11549,0.969207888016127,1.0000001192092896,1.9384158915708378,0.09099224249153974,1.0
0,1,GENE_13534,GENE_11549,0.9756676430605598,0.9988289475440979,1.9501927281315692,-299.57882125132807,1.0
0,2,GENE_13534,GENE_11549,1.0078994944720931,0.9993154406547546,2.015109021926177,-112.32307033697873,1.0
0,3,GENE_13534,GENE_11549,0.978583744436424,0.9978244304656982,1.9550385118916893,-76.10267061547528,1.0
0,4,GENE_13534,GENE_11549,0.9557559097706373,0.9992010593414307,1.910748227285291,-118.80005781029205,1.0
0,5,GENE_13534,GENE_11549,0.9651048655161113,0.9927322864532471,1.9231956253270739,-153.6492494033615,1.0
1,0,GENE_13534,GENE_11549,0.9380621410261538,0.9988289475440979,1.8750257620782702,-299.57882125132807,1.0
1,1,GENE_13534,GENE_11549,0.9443143101659331,1.0000001192092896,1.8886287329029043,0.09353658071627739,1.0
1,2,GENE_13534,GENE_11549,0.9755103826682205,0.9987845420837402,1.9498350735194334,-188.21880430207423,1.0
1,3,GENE_13534,GENE_11549,0.9471367018673584,0.9986039400100708,1.8929511440802465,-50.02198825239195,1.0
1,4,GENE_13534,GENE_11549,0.9250424455923593,0.9998115301132202,1.8499105485397311,-23.729185998278307,1.0
1,5,GENE_13534,GENE_11549,0.9340909702189067,0.9859763383865356,1.855082564755271,-298.53014473761243,1.0
2,0,GENE_13534,GENE_11549,0.99404487512442,0.9993154406547546,1.9874092675399802,-112.32307033697873,1.0
2,1,GENE_13534,GENE_11549,1.0006701682899775,0.9987845420837402,2.0001240641023417,-188.21880430207423,1.0
2,2,GENE_13534,GENE_11549,1.0337279953130212,0.9999999403953552,2.0674559290110524,-0.07471019371153047,1.0
2,3,GENE_13534,GENE_11549,1.0036609978775848,0.999411404132843,2.0067312450397923,-17.665789190956797,1.0
2,4,GENE_13534,GENE_11549,0.9802481755715665,0.9985918998718262,1.9591160635614686,-141.28351045282983,1.0
2,5,GENE_13534,GENE_11549,0.9898367082913897,0.990939736366272,1.970705235051318,-192.7659574857351,1.0
3,0,GENE_13534,GENE_11549,0.9071461391541791,0.9978244304656982,1.8123187188048548,-76.10267061547528,1.0
3,1,GENE_13534,GENE_11549,0.9131922536368352,0.9986039400100708,1.8251096361052548,-50.02198825239195,1.0
3,2,GENE_13534,GENE_11549,0.9433601876036265,0.999411404132843,1.886165117299589,-17.665789190956797,1.0
3,3,GENE_13534,GENE_11549,0.9159216269087679,0.9999999403953552,1.8318431992243525,-0.07350642038787786,1.0
3,4,GENE_13534,GENE_11549,0.8945555378185254,0.9979414343833923,1.7872695743647515,-67.0834451919,1.0
3,5,GENE_13534,GENE_11549,0.9033058474419741,0.9867527484893799,1.7946453751318705,-178.93364917009805,1.0
4,0,GENE_13534,GENE_11549,0.9435024240279564,0.9992010593414307,1.886251045607898,-118.80005781029205,1.0
4,1,GENE_13534,GENE_11549,0.9497908525667753,0.9998115301132202,1.8994026981591028,-23.729185998278307,1.0
4,2,GENE_13534,GENE_11549,0.9811678464126866,0.9985918998718262,1.9609541102550796,-141.28351045282983,1.0
4,3,GENE_13534,GENE_11549,0.9526296127036444,0.9979414343833923,1.9032981748412148,-67.0834451919,1.0
4,4,GENE_13534,GENE_11549,0.9304072209868729,1.0,1.8608144419737458,-0.013887533519444564,1.0
4,5,GENE_13534,GENE_11549,0.9395082224511098,0.9875062704086304,1.867278483222047,-256.92405883004614,1.0
5,0,GENE_13534,GENE_11549,0.9028387272827539,0.9927322864532471,1.7991158813167019,-153.6492494033615,1.0
5,1,GENE_13534,GENE_11549,0.9088561329343028,0.9859763383865356,1.8049667750050131,-298.53014473761243,1.0
5,2,GENE_13534,GENE_11549,0.9388808201723741,0.990939736366272,1.8692551325933355,-192.7659574857351,1.0
5,3,GENE_13534,GENE_11549,0.9115725462934655,0.9867527484893799,1.8110692617960051,-178.93364917009805,1.0
5,4,GENE_13534,GENE_11549,0.8903079100362572,0.9875062704086304,1.7694925537914639,-256.92405883004614,1.0
5,5,GENE_13534,GENE_11549,0.8990166704694224,1.0000001192092896,1.7980334481099833,0.10102980698524008,1.0
0,0,GENE_00325,GENE_07293,0.960758049761189,1.0000001192092896,1.9215162140536624,0.09099224249153974,1.0
0,1,GENE_00325,GENE_07293,0.9632765892766701,0.9988289475440979,1.9254251311377548,-299.57882125132807,1.0
0,2,GENE_00325,GENE_07293,0.9568296891126516,0.9993154406547546,1.913004371519813,-112.32307033697873,1.0
0,3,GENE_00325,GENE_07293,0.9701664356594215,0.9978244304656982,1.9382222067782202,-76.10267061547528,1.0
0,4,GENE_00325,GENE_07293,0.982468849058847,0.9992010593414307,1.964152763808403,-118.80005781029205,1.0
0,5,GENE_00325,GENE_07293,0.9304414615122606,0.9927322864532471,1.8541207410102278,-153.6492494033615,1.0
1,0,GENE_00325,GENE_07293,0.9821668377931729,0.9988289475440979,1.9631835066988426,-299.57882125132807,1.0
1,1,GENE_00325,GENE_07293,0.9847414984919745,1.0000001192092896,1.9694831143742833,0.09353658071627739,1.0
1,2,GENE_00325,GENE_07293,0.9781509405994475,0.9987845420837402,1.9551129798948466,-188.21880430207423,1.0
1,3,GENE_00325,GENE_07293,0.991784872873599,0.9986039400100708,1.9821851545675622,-50.02198825239195,1.0
1,4,GENE_00325,GENE_07293,1.0043614237219023,0.9998115301132202,2.00853355555999,-23.729185998278307,1.0
1,5,GENE_00325,GENE_07293,0.9511746981795325,0.9859763383865356,1.889010444256506,-298.53014473761243,1.0
2,0,GENE_00325,GENE_07293,0.9952454808172876,0.9993154406547546,1.9898096570398685,-112.32307033697873,1.0
2,1,GENE_00325,GENE_07293,0.997854425984768,0.9987845420837402,1.994496001908198,-188.21880430207423,1.0
2,2,GENE_00325,GENE_07293,0.991176107489165,0.9999999403953552,1.9823521558996302,-0.07471019371153047,1.0
2,3,GENE_00325,GENE_07293,1.0049915907242808,0.999411404132843,2.009391647551734,-17.665789190956797,1.0
2,4,GENE_00325,GENE_07293,1.0177356123246908,0.9985918998718262,2.03403815100322,-141.28351045282983,1.0
2,5,GENE_00325,GENE_07293,0.9638406464200694,0.990939736366272,1.91894864248267,-192.7659574857351,1.0
3,0,GENE_00325,GENE_07293,0.9757069430253308,0.9978244304656982,1.949291167751009,-76.10267061547528,1.0
3,1,GENE_00325,GENE_07293,0.9782646696997516,0.9986039400100708,1.955163623234574,-50.02198825239195,1.0
3,2,GENE_00325,GENE_07293,0.9717174591376464,0.999411404132843,1.9428629693948,-17.665789190956797,1.0
3,3,GENE_00325,GENE_07293,0.9852617184923164,0.9999999403953552,1.970523378258458,-0.07350642038787786,1.0
3,4,GENE_00325,GENE_07293,0.9977555510163021,0.9979414343833923,1.9934571567615025,-67.0834451919,1.0
3,5,GENE_00325,GENE_07293,0.9449186445034791,0.9867527484893799,1.8773197140661464,-178.93364917009805,1.0
4,0,GENE_00325,GENE_07293,0.968745423589473,0.9992010593414307,1.9367168770722374,-118.80005781029205,1.0
4,1,GENE_00325,GENE_07293,0.9712849012762413,0.9998115301132202,1.9423867445971081,-23.729185998278307,1.0
